Client,OrderId,OrderNumber,ExternalOrderReference,OrderDate,DespatchDate,Country,Source,PackingNotes,DeliveryDate,OrderStatus,NumberOfParcels,TotalItems,TotalWeight,OrderValue,Part,NumberOfParts,CourierServiceType,CourierService,TrackingNumber,Warehouse,Channel,OrderItems,Tags,RequiredDespatchDate
Wild (WLD),9177014,FF5145476,2844205RR,15/06/2026 17:58:23,,AUSTRIA,API,,,ONBACKORDER,1,10,1.034,11.60,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:2;WCLC1927:Lip Balm Case: Spongebob  [0]:1;WCLC863:Lip Balm Case: Powder Blue  [0]:1;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:2;WCRS1691:Sensitive Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;,,15/06/2026 00:00:00
Wild (WLD),9177019,FF5145481,2844128RR,15/06/2026 17:59:08,,FRANCE,API,,,ONBACKORDER,1,10,0.679,11.60,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCLC863:Lip Balm Case: Powder Blue  [0]:1;WCRS1691:Sensitive Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCRS2552:Sensitive Deodorant Refill: Black Cherry  [A17]:1;WCR1947:Deodorant Refill: Caramel Latte  [A04]:1;WCR1893:Deodorant Refill: Chupa Chups Watermelon  [A16]:1;WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;,,15/06/2026 00:00:00
Wild (WLD),9177075,FF5104173,2867306,15/06/2026 18:07:19,,GERMANY,API,,,ONBACKORDER,1,14,0.364,16.24,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:2;WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;WCR86:Deodorant Refill: Sandalwood & Patchouli  [B02]:2;WCLR619:Lip Balm Refill: Original  [D07]:6;WCLC866:Lip Balm Case: Sage  [D13]:1;WCLR1114:Lip Balm Refill: Santa's Kiss  [A05]:1;,,10/06/2026 00:00:00
Wild (WLD),9177093,FF5145677,#5928714,15/06/2026 18:07:59,,UNITED KINGDOM,API,,,ONBACKORDER,1,4,0.160,20.84,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,W_ENGRAVED_DEO:Engraving: Deodorant Case (02)  [0]:1;WCRS3206:Deodorant Refill: Black Velvet & Rose Sensitive  [D01]:2;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;,,15/06/2026 00:00:00
Wild (WLD),9177110,FF5120291,2871598,15/06/2026 18:08:34,,NETHERLANDS,API,,,ONBACKORDER,1,6,0.243,23.29,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLR1071:Lip Balm Refill: Passionfruit  [A22]:1;WCLR1072:Lip Balm Refill: Watermelon  [D08]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROA549:Roll On AP: Cherry Blossom  [C08]:1;WCLR619:Lip Balm Refill: Original  [D07]:1;,,12/06/2026 00:00:00
Wild (WLD),9177113,FF5121877,2872052,15/06/2026 18:08:41,,FRANCE,API,,,ONBACKORDER,1,6,0.243,23.46,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCROA24:Roll On AP: Cotton & Seasalt   [C07]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCLR619:Lip Balm Refill: Original  [D07]:1;WCLR619:Lip Balm Refill: Original  [D07]:1;WCLR1072:Lip Balm Refill: Watermelon  [D08]:1;,,12/06/2026 00:00:00
Wild (WLD),9177128,FF5141820,2876858,15/06/2026 18:10:31,,FRANCE,API,,,ONBACKORDER,1,6,1.262,29.68,1,1,Standard,Spring - UNTRACKED DDU,,Airbox 18,API,WCLR1072:Lip Balm Refill: Watermelon  [D08]:1;WCBWR02:Body Wash Refill: Coconut & Vanilla (300ml)  [E27]:1;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:1;WCBWR608:Body Wash Refill: Oud & Amber (300ml)  [E21]:1;WCLRSPF02:Lip Balm Refill: SPF Coconut & Vanilla  [A24]:1;WCLRSPF02:Lip Balm Refill: SPF Coconut & Vanilla  [A24]:1;,,15/06/2026 00:00:00
Wild (WLD),9177292,FF5145501,2847556RR,15/06/2026 18:31:15,,ITALY,API,,,ONBACKORDER,1,8,0.373,9.28,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLR1114:Lip Balm Refill: Santa's Kiss  [A05]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;WCROC3333:Roll On Case: Miffy  [F03]:1;WCROA549:Roll On AP: Cherry Blossom  [C08]:1;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:1;WCRS1104:Sensitive Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;WCRS2557:Sensitive Deodorant Refill: Vanilla Butterscotch  [0]:1;WCBWMIN24:Body Wash Mini: Fresh Cotton and Sea Salt [A02]:1;,,15/06/2026 00:00:00
Wild (WLD),9177799,FF5146009,#5928834,15/06/2026 19:22:48,,UNITED KINGDOM,API,,,ONBACKORDER,1,4,0.200,23.64,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCR3208:Deodorant Refill: Wild Seduction  [C02]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCR549:Deodorant Refill: Cherry Blossom  [B01]:1;,,15/06/2026 00:00:00
Wild (WLD),9178568,FF5146433,#5928856,15/06/2026 20:38:22,,UNITED KINGDOM,API,,,ONBACKORDER,1,2,0.115,12.33,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCR761:Deodorant Refill: Pink Grapefruit & Lime  [C13]:1;,,15/06/2026 00:00:00
Wild (WLD),9178690,FF5146473,#5928954,15/06/2026 20:52:21,,UNITED KINGDOM,API,,,ONBACKORDER,1,2,0.115,12.33,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCRS30:Sensitive Deodorant Refill: Coconut & Vanilla [C19]:1;,,15/06/2026 00:00:00
Wild (WLD),9178723,FF5146528,#5928968,15/06/2026 20:52:54,,UNITED KINGDOM,API,,,ONBACKORDER,1,6,0.340,31.26,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCRS30:Sensitive Deodorant Refill: Coconut & Vanilla [C19]:1;WCR794:Deodorant Refill: Honey & Cactus Flower  [C14]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROC1838:Roll On Case: Cath Kidson Navy Flower  [F12]:1;,,15/06/2026 00:00:00
Wild (WLD),9179021,FF5146643,#5928945,15/06/2026 21:21:57,,UNITED KINGDOM,API,,,ONBACKORDER,1,2,0.115,12.33,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCRS30:Sensitive Deodorant Refill: Coconut & Vanilla [C19]:1;,,15/06/2026 00:00:00
Wild (WLD),9180202,FF5095979,2847393R,15/06/2026 23:02:24,,GERMANY,API,,,ONBACKORDER,1,15,0.924,16.28,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCRS1104:Sensitive Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:1;WCR1818:Deodorant Refill: Chupa Chups Cola  [A14]:1;WCLR1919:Lip Balm Refill: Vanilla Butterscotch  [D11]:1;WCRS2557:Sensitive Deodorant Refill: Vanilla Butterscotch  [0]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WCLR1114:Lip Balm Refill: Santa's Kiss  [A05]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;WMIN3207:Mini Deodorant: Cotton Cloud  [E19]:1;WCLR3207:Lip Balm Refill: Cotton Cloud  [A29]:1;WCR3207:Deodorant Refill: Cotton Cloud  [C11]:1;WCLC3333:Lip Balm Case: Miffy  [A28]:1;WCBWCP3333:Body Wash Case: Miffy  [E28]:1;WCBWR3207:Body Wash Refill: Cotton Clouds  [E14]:1;WCC3333:Deodorant Case: Miffy  [F10]:1;,,09/06/2026 00:00:00
Wild (WLD),9180216,FF5102640,2792703R,15/06/2026 23:02:47,,FRANCE,API,,,ONBACKORDER,1,10,0.339,11.60,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLC747:Lip Balm Case: Bee  [0]:1;WCLR1245:Lip Balm Refill: Vanilla & Frost  [0]:1;WCLRSPF02:Lip Balm Refill: SPF Coconut & Vanilla  [A24]:1;WCBWMIN1012:Body Wash MinI: Santorini Sunset  [E17]:1;WCBWMIN24:Body Wash Mini: Fresh Cotton and Sea Salt [A02]:1;WCRS216:Sensitive Deodorant Refill: Fresh Cotton & Sea Salt [C18]:1;WCRS3209:Deodorant Refill: Wild Seduction Sensitive  [A06]:1;WCRS3806:Deodorant Refilll: Morning Meadow Sensitive  [0]:1;WCRS30:Sensitive Deodorant Refill: Coconut & Vanilla [C19]:1;WCRS1056:Sensitive Deodorant Refill: Tropical Jungle  [0]:1;,,10/06/2026 00:00:00
Wild (WLD),9180230,FF5104894,2867430,15/06/2026 23:03:14,,GERMANY,API,,,ONBACKORDER,1,8,0.738,8.64,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCRS1895:Sensitive Deodorant Refill: Strawberries & Cream  [A11]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;WCR3207:Deodorant Refill: Cotton Cloud  [C11]:1;WCBWR3207:Body Wash Refill: Cotton Clouds  [E14]:1;WCC3333:Deodorant Case: Miffy  [F10]:1;WCBWCP3333:Body Wash Case: Miffy  [E28]:1;WCLR1072:Lip Balm Refill: Watermelon  [D08]:1;,,10/06/2026 00:00:00
Wild (WLD),9180289,FF5145547,2844259RR,15/06/2026 23:04:58,,GERMANY,API,,,ONBACKORDER,1,10,1.112,11.60,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLC866:Lip Balm Case: Sage  [D13]:1;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:2;WCRS2552:Sensitive Deodorant Refill: Black Cherry  [A17]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCRS2557:Sensitive Deodorant Refill: Vanilla Butterscotch  [0]:2;WCRS1691:Sensitive Deodorant Refill: Mad Hatter's Tea Party  [0]:2;WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;,,15/06/2026 00:00:00
Wild (WLD),9180290,FF5145557,2844346RR,15/06/2026 23:05:00,,GERMANY,API,,,ONBACKORDER,1,12,1.232,13.92,1,1,Standard,Skynet - EParcel,,Airbox 18,API,WCLC863:Lip Balm Case: Powder Blue  [0]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:1;WCSGR1283:Body Wash Refill: Juicy Mango (300/350ml)  [E22]:1;WCRS1691:Sensitive Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCRS2552:Sensitive Deodorant Refill: Black Cherry  [A17]:1;WCRS1896:Sensitive Deodorant Refill: Watermelon  [A13]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCRS2557:Sensitive Deodorant Refill: Vanilla Butterscotch  [0]:1;WCRO1969:Roll On Refill: Drumstick  [0]:1;WCRO2512:Roll On Refill: Black Cherry  [A03]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;,,15/06/2026 00:00:00
Wild (WLD),9180423,FF5147390,#5929177,15/06/2026 23:22:27,,UNITED KINGDOM,API,,,ONBACKORDER,1,5,0.230,21.23,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR3805:Deodorant Refill: Morning Meadow  [C09]:1;WCR3776: Enchanted Bloom Deodorant Stick Refill  [A01]:1;WCR3777:Deodorant Refill: Island Paradise  [A19]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCBWMIN966:Body Wash Mini: Honey & Almond Body Wash Mini  [D04]:1;,,15/06/2026 00:00:00
Wild (WLD),9180851,FF5147626,#5929216,16/06/2026 00:19:36,,UNITED KINGDOM,API,,,ONBACKORDER,1,18,1.321,15.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCBWR1898:Body Wash Refill: Cherry Chupa Chups (300ml) [E18]:2;WCBWC1672:Body Wash Case: Red Sundae (2.0)  [0]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCLR2512:Lip Balm Refill: Black Cherry  [A10]:1;WCLRSPF02V2:Coconut & Vanilla SPF Lip Balm Refill V2:1;WCLR2513:Lip Balm Refill: Warm Cinnamon Bun  [E25]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1927:Lip Balm Case: Spongebob  [0]:1;WCR1689:Deodorant Refill: Sunkissed  [0]:1;WMIN741:Mini Deodorant: Rose Petals  [0]:1;WCR1688:Deodorant Refill: Alice's Secret Garden  [0]:2;WCC1927:Deodorant Case: Spongebob  [PF]:2;WCC1981:Deodorant Case: EBW Pink Heart  [PF]:2;,,16/06/2026 00:00:00
Wild (WLD),9181050,FF5147841,#5929233,16/06/2026 01:19:40,,UNITED KINGDOM,API,,,ONBACKORDER,1,5,0.216,27.72,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR251:Deodorant Refill: Elderflower & Cucumber  [A09] UK:1;WCR524:Deodorant Refill: Ocean Mist  [C17]:1;WCR3805:Deodorant Refill: Morning Meadow  [C09]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WMIN741:Mini Deodorant: Rose Petals  [0]:1;,,16/06/2026 00:00:00
Wild (WLD),9182695,FF5150840,#5930273,16/06/2026 05:49:37,,UNITED KINGDOM,API,,,ONBACKORDER,1,11,0.745,33.99,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,W_ENGRAVED_BW:Engraving: Body Wash (01)  [0]:1;WCBWC2556:Body Wash Case: Chrome  [0]:1;WCHWR1537:Hand Wash Refill: Spa Daydreams  [E29]:1;WMIN1261:Mini Deodorant: Calm [0]:1;W_ENGRAVED_LB:Engraving: Lip Balm Case (03)  [0]:1;WCLR02V2:Coconut & Vanilla Lip Balm Refill V2:1;WCLC2556:Lip Balm Case: Chrome  [D10]:1;W_ENGRAVED_DEO:Engraving: Deodorant Case (02)  [0]:1;WCRS550:Sensitive Deodorant Refill: Cherry Blossom  [C01]:1;WCRS3209:Deodorant Refill: Wild Seduction Sensitive  [A06]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;,,16/06/2026 00:00:00
Wild (WLD),9182926,FF5150899,#5930281,16/06/2026 06:05:45,,UNITED KINGDOM,API,,,ONBACKORDER,1,8,0.257,16.73,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,W_ENGRAVED_LB:Engraving: Lip Balm Case (03)  [0]:1;WCLRSPF619V2:Lip Balm Refill: Original SPF V2  [0]:1;WCLC2556:Lip Balm Case: Chrome  [D10]:1;W_ENGRAVED_DEO:Engraving: Deodorant Case (02)  [0]:1;WCRS216:Sensitive Deodorant Refill: Fresh Cotton & Sea Salt [C18]:1;WCRS30:Sensitive Deodorant Refill: Coconut & Vanilla [C19]:2;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;,,16/06/2026 00:00:00
Wild (WLD),9183129,FF4933286,#5861538,16/06/2026 06:34:33,,UNITED KINGDOM,API,,,ONBACKORDER,1,2,0.090,8.66,1,1,Standard,Whistl - InSight Large Letter (Client account),,Airbox 18,API,WCR739:Deodorant Refill: Purple Rain  [0]:1;WCR1283:Deodorant Refill: Juicy Mango  [C12]:1;,,21/05/2026 00:00:00
Wild (WLD),9183282,FF5015203,#5888370,16/06/2026 07:04:28,,UNITED KINGDOM,API,,,ONBACKORDER,1,2,0.085,8.66,1,1,Standard,Whistl - InSight Large Letter (Client account),,Airbox 18,API,WCRS762:Sensitive Deodorant Refill: Rainforest Oasis  [0]:1;WCRS3206:Deodorant Refill: Black Velvet & Rose Sensitive  [D01]:1;,,01/06/2026 00:00:00
Wild (WLD),9184097,FF5026386,#5892291,16/06/2026 09:11:54,,UNITED KINGDOM,API,,,ONBACKORDER,1,21,1.112,54.12,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCRS1262:Sensitive Deodorant Refill: Renew  [0]:1;WCR1260:Deodorant Refill: Energise  [0]:2;WCR1751:Deodorant Refill: Summer Breeze  [0]:1;WCR1687:Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WCBWR1898:Body Wash Refill: Cherry Chupa Chups (300ml) [E18]:1;WCLR1971:Lip Balm Refill: Love Heart Swizzles  [E10]:1;WCLR2513:Lip Balm Refill: Warm Cinnamon Bun  [E25]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:2;WCBWC2556:Body Wash Case: Chrome  [0]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCLR1816:Lip Balm Refill: Orange Marmalade  [0]:1;WCLR1919:Lip Balm Refill: Vanilla Butterscotch  [D11]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCRS1817:Sensitive Deodorant Refill: Orange Marmalade  [0]:3;WCRS1754:Sensitive Deodorant Refill: Queen of Heart's Cherry Tarts  [0]:1;,,02/06/2026 00:00:00
Wild (WLD),9184100,FF5026716,#5891835,16/06/2026 09:12:05,,UNITED KINGDOM,API,,,ONBACKORDER,1,21,1.751,55.74,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCRS1922:Sensitive Deodorant Refill: Sicilian Summer  [0]:1;WCRS2557:Sensitive Deodorant Refill: Vanilla Butterscotch  [0]:1;WCRS1263:Sensitive Deodorant Refill: Energise  [0]:1;WCR1687:Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCR1751:Deodorant Refill: Summer Breeze  [0]:1;WCRS1754:Sensitive Deodorant Refill: Queen of Heart's Cherry Tarts  [0]:1;WCRS1262:Sensitive Deodorant Refill: Renew  [0]:1;WCC1981:Deodorant Case: EBW Pink Heart  [PF]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCSGR1283:Body Wash Refill: Juicy Mango (300/350ml)  [E22]:1;WCBWR1898:Body Wash Refill: Cherry Chupa Chups (300ml) [E18]:2;WCBWC2556:Body Wash Case: Chrome  [0]:1;WCLRSPF02:Lip Balm Refill: SPF Coconut & Vanilla  [A24]:1;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:1;WCLR1971:Lip Balm Refill: Love Heart Swizzles  [E10]:1;WCLR1816:Lip Balm Refill: Orange Marmalade  [0]:1;WCLR1919:Lip Balm Refill: Vanilla Butterscotch  [D11]:1;,,02/06/2026 00:00:00
Wild (WLD),9184105,FF5027872,#5892940,16/06/2026 09:12:20,,UNITED KINGDOM,API,,,ONBACKORDER,1,17,1.321,42.33,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR2512:Lip Balm Refill: Black Cherry  [A10]:1;WCLR1816:Lip Balm Refill: Orange Marmalade  [0]:1;WCLC1927:Lip Balm Case: Spongebob  [0]:1;WCSGR1283:Body Wash Refill: Juicy Mango (300/350ml)  [E22]:1;WCRO2512:Roll On Refill: Black Cherry  [A03]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WMIN1014:Mini Deodorant: Cucumber Cooler  [0]:1;WMIN748:Mini Deodorant: Rainforest Oasis  [0]:1;WMIN1261:Mini Deodorant: Calm [0]:1;WCR1689:Deodorant Refill: Sunkissed  [0]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:1;WCRS1691:Sensitive Deodorant Refill: Mad Hatter's Tea Party  [0]:1;WCRS1817:Sensitive Deodorant Refill: Orange Marmalade  [0]:1;WCC116:Deodorant Case: Dark Blue  [PF]:1;WCR1921:Deodorant Refill: Santa's Christmas Cookies  [A23]:1;WCBWR24:Body Wash Refill: Fresh Cotton (300ml)  [E01]:1;,,02/06/2026 00:00:00
Wild (WLD),9184109,FF5028532,#5892953,16/06/2026 09:12:35,,UNITED KINGDOM,API,,,ONBACKORDER,1,14,1.263,29.93,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCBWC1672:Body Wash Case: Red Sundae (2.0)  [0]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCSGR1283:Body Wash Refill: Juicy Mango (300/350ml)  [E22]:1;WCR1751:Deodorant Refill: Summer Breeze  [0]:1;WCLR2512:Lip Balm Refill: Black Cherry  [A10]:2;WCLRSPF620:Lip Balm Refill: SPF Peach & Mango  [A20]:2;WCBWR1898:Body Wash Refill: Cherry Chupa Chups (300ml) [E18]:1;WCRS1754:Sensitive Deodorant Refill: Queen of Heart's Cherry Tarts  [0]:2;WCR1818:Deodorant Refill: Chupa Chups Cola  [A14]:2;,,02/06/2026 00:00:00
Wild (WLD),9184383,FF5151608,#5930421,16/06/2026 09:22:13,,UNITED KINGDOM,API,,,ONBACKORDER,1,2,0.140,20.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCC2894:Deodorant Case: Dark Floral  [PF]:1;,,16/06/2026 00:00:00
Wild (WLD),9184542,FF5151771,#5930424,16/06/2026 09:25:37,,UNITED KINGDOM,API,,,ONBACKORDER,1,17,2.330,71.74,1,1,Standard,Evri-Whistl Parcel NPOD (2-15KG)-(Client account),,Airbox 18,API,WCBWR3207:Body Wash Refill: Cotton Clouds  [E14]:4;WCROA24:Roll On AP: Cotton & Seasalt   [C07]:4;WCR507:Deodorant Refill: Thunderstorm  [B03]:3;WCRS216:Sensitive Deodorant Refill: Fresh Cotton & Sea Salt [C18]:2;WCRS30:Sensitive Deodorant Refill: Coconut & Vanilla [C19]:2;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCR1818:Deodorant Refill: Chupa Chups Cola  [A14]:1;,,16/06/2026 00:00:00
Wild (WLD),9184612,FF5127645,2873416,16/06/2026 09:34:24,,FRANCE,API,,,ONBACKORDER,1,3,0.033,9.00,1,1,Standard,Spring - SMALL / BOXABLE,,Airbox 18,API,WCLR619:Lip Balm Refill: Original  [D07]:1;WCLR1245:Lip Balm Refill: Vanilla & Frost  [0]:1;WCLR1072:Lip Balm Refill: Watermelon  [D08]:1;,,13/06/2026 00:00:00
Wild (WLD),9186011,FF5091271,2862364,16/06/2026 11:50:34,,NORWAY,API,,,ONBACKORDER,1,4,0.225,28.15,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCC1838:Deodorant Case: Marble Ditsy  [PF]:1;WCRS30:Sensitive Deodorant Refill: Coconut & Vanilla [C19]:1;WCRS1895:Sensitive Deodorant Refill: Strawberries & Cream  [A11]:1;WCC3774:Deodorant Case: Disney Stitch  [F09]:1;,,09/06/2026 00:00:00
Wild (WLD),9186034,FF5103937,#5916261,16/06/2026 11:50:58,,UNITED KINGDOM,API,,,ONBACKORDER,1,9,0.330,9.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCRS1754:Sensitive Deodorant Refill: Queen of Heart's Cherry Tarts  [0]:1;WCR1921:Deodorant Refill: Santa's Christmas Cookies  [A23]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:1;WCR1689:Deodorant Refill: Sunkissed  [0]:1;WCR2473:Deodorant Refill: Berry Christmas  [0]:1;WCR1751:Deodorant Refill: Summer Breeze  [0]:2;,,10/06/2026 00:00:00
Wild (WLD),9186037,FF5104000,#5916280,16/06/2026 11:51:01,,NORWAY,API,,,ONBACKORDER,1,9,0.335,9.00,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCRS1752:Sensitive Deodorant Refill: Summer Breeze  [0]:1;WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCLC1851:Lip Balm Case: Hot Pink  [0]:1;WCR1689:Deodorant Refill: Sunkissed  [0]:1;WCRS2555:Sensitive Deodorant Refill: Winter Breeze  [0]:2;WCR1751:Deodorant Refill: Summer Breeze  [0]:2;WCRS1754:Sensitive Deodorant Refill: Queen of Heart's Cherry Tarts  [0]:1;,,10/06/2026 00:00:00
Wild (WLD),9186094,FF5123993,2872728,16/06/2026 11:52:10,,SWITZERLAND,API,,,ONBACKORDER,1,8,0.347,64.95,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCRS1895:Sensitive Deodorant Refill: Strawberries & Cream  [A11]:2;WCLC3333:Lip Balm Case: Miffy  [A28]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCC3333:Deodorant Case: Miffy  [F10]:1;WCRS30:Sensitive Deodorant Refill: Coconut & Vanilla [C19]:1;WCC1905:Deodorant Case: Cath Kidston Bird  [PF]:1;WCLC866:Lip Balm Case: Sage  [D13]:1;,,12/06/2026 00:00:00
