Client,OrderId,OrderNumber,ExternalOrderReference,OrderDate,DespatchDate,Country,Source,PackingNotes,DeliveryDate,OrderStatus,NumberOfParcels,TotalItems,TotalWeight,OrderValue,Part,NumberOfParts,CourierServiceType,CourierService,TrackingNumber,Warehouse,Channel,OrderItems,Tags,RequiredDespatchDate
Wild (WLD),7199469,Wild Cosmetics Ltd. (WLD)-7199469,Processing 500 of WSRP1290-EU for Amazon,09/01/2026 12:34:58,,NETHERLANDS,,,19/01/2026 00:00:00,ONBACKORDER,1,3000,147.500,3000.00,1,1,Domestic - Standard,Wild Amazon Pack Off,,Airbox 18,PACK OFF,WCC20:Deodorant Case: Purple  [PF]:500;WCR02:Deodorant Refill: Coconut & Vanilla Dreams [B04]:500;WCR549:Deodorant Refill: Cherry Blossom  [B01]:500;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:500;WCR524:Deodorant Refill: Ocean Mist  [C17]:500;WCR348:Deodorant Refill: Mint & Aloe Vera  [C03]:500;,"PPD - [E],Large Order (30+ units)",12/01/2026 00:00:00
Wild (WLD),7447315,Wild Cosmetics Ltd. (WLD)-7447315,Processing 800 x WSRP2686 EU Purple + Coconut Starters	,30/01/2026 14:41:31,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,19520,758.400,19520.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCR02:Deodorant Refill: Coconut & Vanilla Dreams [B04]:6400;WCC20:Deodorant Case: Purple  [PF]:5040;WCC20:Deodorant Case: Purple  [PF]:1680;WCP3282-T:UK/ROW Pastel Purple Flatpack TUCK   [0]:6400;,Large Order (30+ units),02/02/2026 00:00:00
Wild (WLD),7447964,Wild Cosmetics Ltd. (WLD)-7447964,Processing 625 x WSRP2673 DE Purple + Coconut Starters ,30/01/2026 15:44:11,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,15040,230.000,10000.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCR02:Deodorant Refill: Coconut & Vanilla Dreams [B04]:5000;WCC2604:Deo Case: Pastel Purple   [0]:5040;WCPDE623:NEW Deodorant Retail Flatpack: DE Purple Case and Coconut & Vanilla Dreams  [0]:5000;,,02/02/2026 00:00:00
Wild (WLD),7448073,Wild Cosmetics Ltd. (WLD)-7448073,Processing 1000 x WSRP1410V2 GERMAN Deo DE Love Heart / Pink Grapefruit Version 2 ,30/01/2026 15:52:09,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,25918,1006.310,25918.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCC1285:Deodorant Case: Red Love Heart  [PF]:4600;WCC1285:Deodorant Case: Red Love Heart  [PF]:3400;WCR761:Deodorant Refill: Pink Grapefruit & Lime  [C13]:9918;WCP1411V2-T:Deo DE Love Heart / Pink Grapefruit v2 Flatpack TUCK:8000;,PPD - [E],02/02/2026 00:00:00
Wild (WLD),7448140,Wild Cosmetics Ltd. (WLD)-7448140,Processing 750 x WSRPNO332V2 EU Aqua + Cotton Starters VERSION 2,30/01/2026 15:58:03,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,18720,746.400,18720.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCC06:Deodorant Case: Aqua  [F08]:3360;WCC06:Deodorant Case: Aqua  [F08]:3360;WCP1714:Deodorant Retail Flatpack: SCANDI Aqua Case + Fresh Cotton  [0]:3500;WCP1714:Deodorant Retail Flatpack: SCANDI Aqua Case + Fresh Cotton  [0]:2500;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:6000;,,02/02/2026 00:00:00
Wild (WLD),7448291,Wild Cosmetics Ltd. (WLD)-7448291,Processing 500 x WSRP2098 EU Sunflower + Vanilla Bean Starters,30/01/2026 16:10:45,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,14320,482.400,14320.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCC1989:Deodorant Case: Sunflower  [PF]:4320;WCP1992-T:Deo UK Sunflower / Vanilla Bean & Buttercream Flatpack TUCK  [0]:6000;WCR1103:Deodorant Refill: Vanilla Bean & Buttercream  [0]:4000;,,02/02/2026 00:00:00
Wild (WLD),7448296,Wild Cosmetics Ltd. (WLD)-7448296,Processing 75 x WSRP2607 DE Pink & Cherry Blossom,30/01/2026 16:13:59,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,2847,116.715,2847.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCC2331:Deodorant Case: Pastel Pink  [PF]:600;WCR549:Deodorant Refill: Cherry Blossom  [B01]:1647;WCP797:Deodorant Retail Flatpack: DE Pink Case and Cherry Blossom  [0]:600;,,02/02/2026 00:00:00
Wild (WLD),7448319,Wild Cosmetics Ltd. (WLD)-7448319,Processing 125 x WSRPNO336 SCANDI Fresh Cotton Refills,30/01/2026 16:17:55,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,2000,46.000,2000.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1000;WCP1721:Deodorant Retail Flatpack: SCANDI Fresh Cotton  [0]:1000;,,02/02/2026 00:00:00
Wild (WLD),7448360,Wild Cosmetics Ltd. (WLD)-7448360,Processing 500 x WSRPDE7942V2 GERMAN Cherry Blossom Refill VERSION 2,30/01/2026 16:20:11,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,8000,180.000,8000.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCP796V2:Deo DE Cherry Blossom v2 Flatpack:4000;WCR549:Deodorant Refill: Cherry Blossom  [B01]:4000;,PPD - [E],02/02/2026 00:00:00
Wild (WLD),7448364,Wild Cosmetics Ltd. (WLD)-7448364,Processing 1250 x WSRPDE318V2 GERMAN Coconut & Vanilla Refill VERSION 2,30/01/2026 16:21:35,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,20785,485.325,20785.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCR02:Deodorant Refill: Coconut & Vanilla Dreams [B04]:10785;WCPDE630V2:Deo DE Coconut v2 Flatpack:10000;,PPD - [E],02/02/2026 00:00:00
Wild (WLD),7448372,Wild Cosmetics Ltd. (WLD)-7448372,Processing 1250 x WSRPDE316 GERMAN Fresh Cotton Refill,30/01/2026 16:22:45,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,20543,484.435,20543.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:10543;WCPDE629:NEW Deodorant Retail Flatpack: DE Fresh Cotton & Sea Salt  [0]:10000;,,02/02/2026 00:00:00
Wild (WLD),7448445,Wild Cosmetics Ltd. (WLD)-7448445,Processing 1250 x WSRPDE316V2 GERMAN Fresh Cotton Refill VERSION 2,30/01/2026 16:24:01,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,20674,480.330,20674.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:10674;WCPDE629V2:Deo DE Cotton v2 Flatpack:10000;,PPD - [E],02/02/2026 00:00:00
Wild (WLD),7448685,Wild Cosmetics Ltd. (WLD)-7448685,Processing 375 x WSRP3012 EU Bee + Honey & Almond BW Starters,30/01/2026 16:37:46,,NETHERLANDS,,,06/02/2026 00:00:00,ONBACKORDER,1,4512,769.920,4512.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCBWCP747:Body Wash Case: Bees  [0]:960;WCBWCP747:Body Wash Case: Bees  [0]:540;WCBWR966:Body Wash Refill: Honey & Almond (300ml)  [E11]:1512;WCP2891:Body Wash UK/ROW Bee / Honey & Almond Flatpack  [0]:1500;,,02/02/2026 00:00:00
Wild (WLD),7449038,Wild Cosmetics Ltd. (WLD)-7449038,SRP boxes for Refills and Starters - w/c 2nd Feb,30/01/2026 17:12:38,,NETHERLANDS,,,,ONBACKORDER,1,9660,9.660,9660.00,1,1,Domestic - Standard,Wild Pack Off,,Airbox 18,PACK OFF,WCP651:NEW SRP Flatpack: Deodorant Starter - Green (4x2)  [0]:2000;WCP651:NEW SRP Flatpack: Deodorant Starter - Green (4x2)  [0]:2000;WCP651:NEW SRP Flatpack: Deodorant Starter - Green (4x2)  [0]:860;WCP652:NEW SRP Flatpack: Deodorant Refill - Green (4x2)  [0]:4800;,,
Wild (WLD),8935477,FF4989194,AUS347227,28/05/2026 19:11:09,,NEW ZEALAND,API,,,ONBACKORDER,1,3,0.160,38.04,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCC1838:Deodorant Case: Marble Ditsy  [PF]:1;WCR1282:Deodorant Refill: Love Potion  [0]:1;,,28/05/2026 00:00:00
Wild (WLD),8939978,FF4992233,AUS347338,29/05/2026 02:42:08,,AUSTRALIA,API,,,ONBACKORDER,1,11,2.305,141.75,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCBWR3278:Body Wash Refill: Peachy Kiss  [0]:1;WCBWR608:Body Wash Refill: Oud & Amber (300ml)  [E21]:1;WCBWR1963:Body Wash Refill: Spa Daydreams (300ml) [E06]:1;WCBWR3805:Body Wash Refill: Morning Meadow  [E02]:2;WCR348:Deodorant Refill: Mint & Aloe Vera  [C03]:1;WCR1282:Deodorant Refill: Love Potion  [0]:2;WCR3208:Deodorant Refill: Wild Seduction  [C02]:1;WCR3805:Deodorant Refill: Morning Meadow  [C09]:2;,,29/05/2026 00:00:00
Wild (WLD),8940122,FF4992551,AUS347378,29/05/2026 05:11:57,,AUSTRALIA,API,,,ONBACKORDER,1,5,0.216,33.50,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WMIN02:Mini Deodorant: Coconut Dreams  [A26]:1;WCR549:Deodorant Refill: Cherry Blossom  [B01]:1;WCC3129:Deodorant Case: Valentine's Day Hearts [PF]:1;WCR1818:Deodorant Refill: Chupa Chups Cola  [A14]:1;WCR1282:Deodorant Refill: Love Potion  [0]:1;,,29/05/2026 00:00:00
Wild (WLD),8940152,FF4992656,AUS347476,29/05/2026 05:26:43,,AUSTRALIA,API,,,ONBACKORDER,1,3,0.135,27.25,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCR02:Deodorant Refill: Coconut & Vanilla Dreams [B04]:1;WCR1103:Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;WCR1282:Deodorant Refill: Love Potion  [0]:1;,,29/05/2026 00:00:00
Wild (WLD),8941212,FF4993866,AUS347500,29/05/2026 06:42:09,,AUSTRALIA,API,,,ONBACKORDER,1,13,1.614,123.60,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCLR1818:Lip Balm Refill: Cola  [D03]:1;WCR01:Deodorant Refill: Orange & Neroli  [0]:1;WCLR2512:Lip Balm Refill: Black Cherry  [A10]:1;WCLR620:Lip Balm Refill: Peach & Mango  [0]:1;WCLR1071:Lip Balm Refill: Passionfruit  [A22]:1;WSOAPE1244:Exfoliating Soap: French Lavender  [0]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCR3805:Deodorant Refill: Morning Meadow  [C09]:1;WCHWR1537:Hand Wash Refill: Spa Daydreams  [E29]:3;WCR1282:Deodorant Refill: Love Potion  [0]:1;,,29/05/2026 00:00:00
Wild (WLD),8941482,FF4970653,AUS346459,29/05/2026 07:11:50,,AUSTRALIA,API,,,ONBACKORDER,1,10,2.258,127.60,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCR3208:Deodorant Refill: Wild Seduction  [C02]:1;WCBWR3278:Body Wash Refill: Peachy Kiss  [0]:1;WCBWR2512:Body Wash Refill: Black Cherry  [0]:2;WCRS2552:Sensitive Deodorant Refill: Black Cherry  [A17]:1;WCR3207:Deodorant Refill: Cotton Cloud  [C11]:1;WCR1282:Deodorant Refill: Love Potion  [0]:1;WCR01:Deodorant Refill: Orange & Neroli  [0]:1;WCBWR966:Body Wash Refill: Honey & Almond (300ml)  [E11]:2;,,26/05/2026 00:00:00
Wild (WLD),8941486,FF4973710,#5874666,29/05/2026 07:11:53,,IRELAND,API,,,ONBACKORDER,1,3,0.135,8.45,1,1,Standard,Whistl - Ireland Standard (IOSS),,Airbox 18,API,WCR86:Deodorant Refill: Sandalwood & Patchouli  [B02]:1;WCR01:Deodorant Refill: Orange & Neroli  [0]:1;WCR03:Deodorant Refill: Jasmine & Mandarin Blossom  [0]:1;,,26/05/2026 00:00:00
Wild (WLD),8941500,FF4979998,AUS346855,29/05/2026 07:11:59,,AUSTRALIA,API,,,ONBACKORDER,1,9,0.395,88.31,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCR524:Deodorant Refill: Ocean Mist  [C17]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCR1103:Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;WCR02:Deodorant Refill: Coconut & Vanilla Dreams [B04]:1;WCR01:Deodorant Refill: Orange & Neroli  [0]:1;WCR1282:Deodorant Refill: Love Potion  [0]:1;WCR348:Deodorant Refill: Mint & Aloe Vera  [C03]:1;,,27/05/2026 00:00:00
Wild (WLD),8941656,FF4959169,#5870060,29/05/2026 07:41:42,,IRELAND,API,,,ONBACKORDER,1,2,0.110,15.52,1,1,Standard,Whistl - Ireland Standard (IOSS),,Airbox 18,API,WCC2103:Deodorant Case: Strawberry  [PF]:1;WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;,,24/05/2026 00:00:00
Wild (WLD),8941657,FF4963355,#5871674,29/05/2026 07:41:43,,UNITED KINGDOM,API,,,ONBACKORDER,1,5,0.639,30.08,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR348:Deodorant Refill: Mint & Aloe Vera  [C03]:1;WCR251:Deodorant Refill: Elderflower & Cucumber  [A09] UK:1;WCBWR3805:Body Wash Refill: Morning Meadow  [E02]:1;WCBWC864:Body Wash Case: Rose (2.0)  [0]:1;WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;,,25/05/2026 00:00:00
Wild (WLD),8941662,FF4991178,#5880028,29/05/2026 07:41:51,,UNITED KINGDOM,API,,,ONBACKORDER,1,8,0.350,23.72,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR03:Deodorant Refill: Jasmine & Mandarin Blossom  [0]:1;WCR03:Deodorant Refill: Jasmine & Mandarin Blossom  [0]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCR1689:Deodorant Refill: Sunkissed  [0]:1;WCR2554:Deodorant Refill: Winter Breeze  [0]:2;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:2;,,29/05/2026 00:00:00
Wild (WLD),8942089,FF4963616,#5871759,29/05/2026 08:26:29,,UNITED KINGDOM,API,,,ONBACKORDER,1,1,0.040,5.92,1,1,Standard,Whistl - InSight Large Letter (Client account),,Airbox 18,API,WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;,,25/05/2026 00:00:00
Wild (WLD),8944457,FF4941865,2821344,29/05/2026 11:26:31,,IRELAND,API,,,ONBACKORDER,1,3,1.230,21.44,1,1,Standard,Whistl - Ireland Standard (IOSS),,Airbox 18,API,WCBWR1964:Body Wash Refill: Citrus Burst  [E15]:1;WCBWR1963:Body Wash Refill: Spa Daydreams (300ml) [E06]:2;,,22/05/2026 00:00:00
Wild (WLD),8944459,FF4953343,AUS345761,29/05/2026 11:26:33,,AUSTRALIA,API,,,ONBACKORDER,1,3,0.890,53.19,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCROA549:Roll On AP: Cherry Blossom  [C08]:1;WCBWR1964:Body Wash Refill: Citrus Burst  [E15]:1;WCBWR1963:Body Wash Refill: Spa Daydreams (300ml) [E06]:1;,,24/05/2026 00:00:00
Wild (WLD),8944460,FF4962895,AUS346188,29/05/2026 11:26:35,,AUSTRALIA,API,,,ONBACKORDER,1,6,2.460,104.73,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCBWR1964:Body Wash Refill: Citrus Burst  [E15]:2;WCBWR608:Body Wash Refill: Oud & Amber (300ml)  [E21]:2;WCBWR966:Body Wash Refill: Honey & Almond (300ml)  [E11]:2;,,25/05/2026 00:00:00
Wild (WLD),8944461,FF4985820,#5878404,29/05/2026 11:26:36,,UNITED KINGDOM,API,,,ONBACKORDER,1,3,0.135,8.67,1,1,Standard,Whistl - InSight Large Letter (Client account),,Airbox 18,API,WCR02:Deodorant Refill: Coconut & Vanilla Dreams [B04]:1;WCR01:Deodorant Refill: Orange & Neroli  [0]:1;WCR03:Deodorant Refill: Jasmine & Mandarin Blossom  [0]:1;,,28/05/2026 00:00:00
Wild (WLD),8945122,FF4992141,#5880975,29/05/2026 12:11:37,,UNITED KINGDOM,API,,,ONBACKORDER,1,5,0.225,10.84,1,1,Standard,Whistl - InSight Large Letter (Client account),,Airbox 18,API,WCR03:Deodorant Refill: Jasmine & Mandarin Blossom  [0]:1;WCR03:Deodorant Refill: Jasmine & Mandarin Blossom  [0]:1;WCR01:Deodorant Refill: Orange & Neroli  [0]:3;,,29/05/2026 00:00:00
Wild (WLD),8946443,FF4821230,#5827209,29/05/2026 13:11:34,,UNITED KINGDOM,API,,,ONBACKORDER,1,9,1.495,40.64,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR1105:Deodorant Refill: Enchanted Forest  [0]:1;WCR1101:Deodorant Refill: Autumn Leaves   [0]:1;WCBWR1898:Body Wash Refill: Cherry Chupa Chups (300ml) [E18]:1;WCR1751:Deodorant Refill: Summer Breeze  [0]:1;WCR524:Deodorant Refill: Ocean Mist  [C17]:1;WCBWR24:Body Wash Refill: Fresh Cotton (300ml)  [E01]:1;WCR1283:Deodorant Refill: Juicy Mango  [C12]:1;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:1;,,06/05/2026 00:00:00
Wild (WLD),8953020,FF4997797,AUS347657,29/05/2026 22:11:44,,AUSTRALIA,API,,,ONBACKORDER,1,13,0.545,103.77,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCLR1114:Lip Balm Refill: Santa's Kiss  [A05]:1;WCLR1071:Lip Balm Refill: Passionfruit  [A22]:1;WCLC3333:Lip Balm Case: Miffy  [A28]:1;WCROA02:Roll On AP: Coconut & Vanilla   [C04]:3;WCROC3333:Roll On Case: Miffy  [F03]:1;WCLR619:Lip Balm Refill: Original  [D07]:1;WCLC863:Lip Balm Case: Powder Blue  [0]:1;WCR3207:Deodorant Refill: Cotton Cloud  [C11]:3;WCC3333:Deodorant Case: Miffy  [F10]:1;,,29/05/2026 00:00:00
Wild (WLD),8953280,FF4997911,#5882338,29/05/2026 22:27:27,,UNITED KINGDOM,API,,,ONBACKORDER,1,4,0.131,4.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR3125:Deodorant Refill: Peachy Kisses  [0]:1;WCC3129:Deodorant Case: Valentine's Day Hearts [PF]:1;WCLR3125:Lip Balm Refill: Peachy Kisses  [0]:1;WCLC3129:Lip Balm Case: Valentine's Day Hearts  [0]:1;,,29/05/2026 00:00:00
Wild (WLD),8954631,FF4998537,US851248,30/05/2026 02:11:41,,CANADA,API,,,ONBACKORDER,1,4,0.205,4.00,1,1,Standard,Landmark - MaxiPak Scan - DDP (Client account),,Airbox 18,API,WCR251:Deodorant Refill: Elderflower & Cucumber  [A09] UK:1;WCR1283:Deodorant Refill: Juicy Mango  [C12]:1;WCR1282:Deodorant Refill: Love Potion  [0]:1;WCC1851:Deodorant Case: Hot Pink  [PF]:1;,,30/05/2026 00:00:00
Wild (WLD),8955547,FF4999402,AUS347726,30/05/2026 03:11:47,,AUSTRALIA,API,,,ONBACKORDER,1,9,0.781,119.93,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCHWR1537:Hand Wash Refill: Spa Daydreams  [E29]:1;WCBWC863:Body Wash Case: Blue  [0]:1;WCLR3207:Lip Balm Refill: Cotton Cloud  [A29]:1;WCLR619:Lip Balm Refill: Original  [D07]:1;WCLC863:Lip Balm Case: Powder Blue  [0]:1;WCROA549:Roll On AP: Cherry Blossom  [C08]:1;WCROA86:Roll On AP: Cedar & Sandalwood  [A12]:1;WCROA608:Roll On AP: Amber & Oud  [A27]:1;WCROC3130:Roll On Case: Leopard  [PF]:1;,,30/05/2026 00:00:00
Wild (WLD),8959266,FF5001275,AUS347847,30/05/2026 10:57:23,,AUSTRALIA,API,,,ONBACKORDER,1,8,1.033,83.28,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCBWR966:Body Wash Refill: Honey & Almond (300ml)  [E11]:1;WCBWR3278:Body Wash Refill: Peachy Kiss  [0]:1;WCLR619:Lip Balm Refill: Original  [D07]:1;WCLC863:Lip Balm Case: Powder Blue  [0]:1;WCR1103:Deodorant Refill: Vanilla Bean & Buttercream  [0]:1;WCR1283:Deodorant Refill: Juicy Mango  [C12]:1;WCR02:Deodorant Refill: Coconut & Vanilla Dreams [B04]:1;WCR761:Deodorant Refill: Pink Grapefruit & Lime  [C13]:1;,,30/05/2026 00:00:00
Wild (WLD),8967127,FF5004450,AUS347911,31/05/2026 00:41:45,,AUSTRALIA,API,,,ONBACKORDER,1,8,2.493,134.66,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCBWR608:Body Wash Refill: Oud & Amber (300ml)  [E21]:2;WCLR619:Lip Balm Refill: Original  [D07]:1;WCLC863:Lip Balm Case: Powder Blue  [0]:1;WCBWR966:Body Wash Refill: Honey & Almond (300ml)  [E11]:2;WCBWR3805:Body Wash Refill: Morning Meadow  [E02]:1;WCBWR24:Body Wash Refill: Fresh Cotton (300ml)  [E01]:1;,,31/05/2026 00:00:00
Wild (WLD),8967417,FF5004765,#5884707,31/05/2026 02:14:49,,UNITED KINGDOM,API,,,ONBACKORDER,1,4,0.146,15.91,1,1,Standard,Whistl - InSight Large Letter (Client account),,Airbox 18,API,WMIN1105:Mini Deodorant: Enchanted Forest  [0]:1;WCRS216:Sensitive Deodorant Refill: Fresh Cotton & Sea Salt [C18]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR524:Deodorant Refill: Ocean Mist  [C17]:1;,,31/05/2026 00:00:00
Wild (WLD),8968020,FF5005315,#5885238,31/05/2026 02:32:23,,UNITED KINGDOM,API,,,ONBACKORDER,1,10,0.445,40.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR1259:Deodorant Refill: Renew  [0]:1;WCR524:Deodorant Refill: Ocean Mist  [C17]:1;WCR02:Deodorant Refill: Coconut & Vanilla Dreams [B04]:1;WCR507:Deodorant Refill: Thunderstorm  [B03]:1;WCR1260:Deodorant Refill: Energise  [0]:1;WCR348:Deodorant Refill: Mint & Aloe Vera  [C03]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;WCR1261:Deodorant Refill: Calm  [0]:1;WCR745:Deodorant Refill: Lemon Basil & Blood Orange  [A05]:1;WCR86:Deodorant Refill: Sandalwood & Patchouli  [B02]:1;,,31/05/2026 00:00:00
Wild (WLD),8969602,FF5006884,AUS348071,31/05/2026 08:11:52,,AUSTRALIA,API,,,ONBACKORDER,1,9,2.223,104.54,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCRO24:Roll On Refill: Fresh Cotton & Sea Salt [0]:2;WCLR619:Lip Balm Refill: Original  [D07]:1;WCLC863:Lip Balm Case: Powder Blue  [0]:1;WCBWR24:Body Wash Refill: Fresh Cotton (300ml)  [E01]:3;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:2;,,31/05/2026 00:00:00
Wild (WLD),8977065,FF4988364,#5879089,31/05/2026 18:26:31,,UNITED KINGDOM,API,,,ONBACKORDER,1,5,0.245,4.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;WCC116:Deodorant Case: Dark Blue  [PF]:1;WCR761:Deodorant Refill: Pink Grapefruit & Lime  [C13]:3;,,28/05/2026 00:00:00
Wild (WLD),8977067,FF4995613,#5881686,31/05/2026 18:26:32,,UNITED KINGDOM,API,,,ONBACKORDER,1,6,0.305,6.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCROA02:Roll On AP: Coconut & Vanilla   [C04]:1;WCROC06:Roll On Case: Aqua  [F13]:1;WCR524:Deodorant Refill: Ocean Mist  [C17]:1;WCR02:Deodorant Refill: Coconut & Vanilla Dreams [B04]:1;WCR3207:Deodorant Refill: Cotton Cloud  [C11]:1;WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;,,29/05/2026 00:00:00
Wild (WLD),8977068,FF4995763,#5881720,31/05/2026 18:26:33,,UNITED KINGDOM,API,,,ONBACKORDER,1,4,0.195,4.00,1,1,Standard,Evri-Whistl Packet NPOD (0-2KG)-(Client account),,Airbox 18,API,WCR2554:Deodorant Refill: Winter Breeze  [0]:1;WCC2472:Deodorant Case: Red Christmas Snoopy  [PF]:1;WCRO2512:Roll On Refill: Black Cherry  [A03]:1;WCR24:Deodorant Refill: Fresh Cotton & Sea Salt  [B05]:1;,,29/05/2026 00:00:00
Wild (WLD),8978560,FF4999390,AUS347723,31/05/2026 20:14:03,,AUSTRALIA,API,,,ONBACKORDER,1,8,1.388,42.02,1,1,Standard,Whistl - Standard (DDU) - Standard Parcel DDU,,Airbox 18,API,WCLR619:Lip Balm Refill: Original  [D07]:1;WCLC863:Lip Balm Case: Powder Blue  [0]:1;WCR794:Deodorant Refill: Honey & Cactus Flower  [C14]:1;WCR3208:Deodorant Refill: Wild Seduction  [C02]:1;WCR3207:Deodorant Refill: Cotton Cloud  [C11]:1;WCBWR1012:Body Wash Refill: Santorini Sunset (300ml)  [E13]:1;WCBWR608:Body Wash Refill: Oud & Amber (300ml)  [E21]:1;WCBWR3205:Body Wash Refill: Black Velvet & Rose [E20]:1;,,30/05/2026 00:00:00
