Ff_Number,So_Number,Order_Reference,Channel,Order_Created_Date,Warehouse,Planned_Date,Carrier,Sku,Sku_Name,Quantity
FF5265137,SO5837700,#5962501,Shopify UK,2026-06-29 01:15:13.909393+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCR1921,Santa's Christmas Cookies Deo Refill,1.0
FF5265161,SO5837723,#5962523,Shopify UK,2026-06-29 01:15:24.901693+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCBWR507,Thunderstorm 300ml Body Wash Refill,3.0
FF5265174,SO5837736,#5962551,Shopify UK,2026-06-29 01:15:32.244435+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCROA549,AP Roll On: Cherry Blossom,2.0
FF5265243,SO5837804,#5962624,Shopify UK,2026-06-29 01:16:00.415467+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCR1921,Santa's Christmas Cookies Deo Refill,1.0
FF5265249,SO5837809,#5962615,Shopify UK,2026-06-29 01:16:01.298134+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCR1921,Santa's Christmas Cookies Deo Refill,1.0
FF5265415,SO5837978,#5962781,Shopify UK,2026-06-29 01:17:01.112987+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCROA549,AP Roll On: Cherry Blossom,1.0
FF5265440,SO5838002,#5962804,Shopify UK,2026-06-29 01:17:14.080968+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCR1921,Santa's Christmas Cookies Deo Refill,1.0
FF5265472,SO5838032,#5962830,Shopify UK,2026-06-29 01:17:29.279963+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCR1921,Santa's Christmas Cookies Deo Refill,1.0
FF5265683,SO5838245,AUS360189,Shopify AUS,2026-06-29 02:04:54.753992+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCBWR3278,Body Wash Refill: Peachy Kiss,1.0
FF5265844,SO5838406,#5962876,Shopify UK,2026-06-29 02:59:25.643300+00:00,Stord (US),2026-06-29,Stord,WCBWR1963,Spa Daydreams Body Wash Refill 300ml,1.0
FF5265885,SO5838447,US905668,Shopify USA,2026-06-29 03:13:23.791868+00:00,Stord (US),2026-06-29,Stord,WCR2554,Deo Refill: Winter Breeze,1.0
FF5266035,SO5838597,AUS360225,Shopify AUS,2026-06-29 04:20:52.552460+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266039,SO5838601,AUS360230,Shopify AUS,2026-06-29 04:21:08.366740+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266042,SO5838604,AUS360231,Shopify AUS,2026-06-29 04:21:23.906750+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266043,SO5838605,AUS360243,Shopify AUS,2026-06-29 04:21:27.741262+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,2.0
FF5266043,SO5838605,AUS360243,Shopify AUS,2026-06-29 04:21:27.741262+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266045,SO5838607,AUS360233,Shopify AUS,2026-06-29 04:21:36.803819+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266047,SO5838612,AUS360239,Shopify AUS,2026-06-29 04:21:46.566688+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266049,SO5838611,AUS360228,Shopify AUS,2026-06-29 04:21:46.546574+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,2.0
FF5266049,SO5838611,AUS360228,Shopify AUS,2026-06-29 04:21:46.546574+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266058,SO5838620,AUS360251,Shopify AUS,2026-06-29 04:21:54.660412+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266060,SO5838622,AUS360258,Shopify AUS,2026-06-29 04:21:55.705654+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266063,SO5838626,AUS360259,Shopify AUS,2026-06-29 04:22:00.592138+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCBWR507,Thunderstorm 300ml Body Wash Refill,4.0
FF5266072,SO5838634,AUS360249,Shopify AUS,2026-06-29 04:22:02.572197+00:00,Next (AU),2026-06-29,Next3PL,WCROA24,AP Roll On: Cotton & Seasalt,3.0
FF5266076,SO5838639,AUS360279,Shopify AUS,2026-06-29 04:22:06.287758+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266079,SO5838641,AUS360280,Shopify AUS,2026-06-29 04:22:08.885116+00:00,Next (AU),2026-06-29,Next3PL,WCROA24,AP Roll On: Cotton & Seasalt,1.0
FF5266085,SO5838649,AUS360267,Shopify AUS,2026-06-29 04:22:15.495957+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,3.0
FF5266086,SO5838647,AUS360284,Shopify AUS,2026-06-29 04:22:15.348064+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266087,SO5838648,AUS360274,Shopify AUS,2026-06-29 04:22:15.332428+00:00,Next (AU),2026-06-29,Next3PL,WCROA24,AP Roll On: Cotton & Seasalt,1.0
FF5266089,SO5838651,AUS360268,Shopify AUS,2026-06-29 04:22:18.958353+00:00,Stord (US),2026-06-29,Stord,WCR2554,Deo Refill: Winter Breeze,2.0
FF5266095,SO5838656,AUS360272,Shopify AUS,2026-06-29 04:22:20.479809+00:00,Next (AU),2026-06-29,Next3PL,WCROA24,AP Roll On: Cotton & Seasalt,1.0
FF5266098,SO5838660,AUS360300,Shopify AUS,2026-06-29 04:22:24.994791+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,2.0
FF5266101,SO5838663,AUS360303,Shopify AUS,2026-06-29 04:22:26.044050+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266113,SO5838675,AUS360294,Shopify AUS,2026-06-29 04:22:35.724307+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266120,SO5838681,AUS360310,Shopify AUS,2026-06-29 04:22:43.157735+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266123,SO5838685,AUS360305,Shopify AUS,2026-06-29 04:22:47.381499+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266125,SO5838687,AUS360317,Shopify AUS,2026-06-29 04:22:50.172919+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCBWR3278,Body Wash Refill: Peachy Kiss,1.0
FF5266127,SO5838689,AUS360314,Shopify AUS,2026-06-29 04:22:50.629772+00:00,Next (AU),2026-06-29,Next3PL,WCROA24,AP Roll On: Cotton & Seasalt,1.0
FF5266130,SO5838692,AUS360319,Shopify AUS,2026-06-29 04:22:54.112356+00:00,Next (AU),2026-06-29,Next3PL,WCR02,Coconut Dreams - initial_delivery,1.0
FF5266187,SO5838749,US905729,Shopify USA,2026-06-29 04:26:51.882124+00:00,Stord (US),2026-06-29,Stord,WCLR1245,Lip Balm Refill: Vanilla Frost,2.0
FF5266246,SO5838810,US905748,Shopify USA,2026-06-29 04:27:11.152243+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266252,SO5838818,US905749,Shopify USA,2026-06-29 04:27:12.751495+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266256,SO5838821,US905747,Shopify USA,2026-06-29 04:27:13.538269+00:00,Stord (US),2026-06-29,Stord,WCR2554,Deo Refill: Winter Breeze,1.0
FF5266286,SO5838848,2905732,Shopify EU,2026-06-29 04:27:21.815954+00:00,Airbox (EU),2026-06-29,Airbox,WCRS3206,Deo Refill: Black Rose and Velvet Sens,1.0
FF5266312,SO5838868,US905766,Shopify USA,2026-06-29 04:27:27.521950+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266316,SO5838878,US905785,Shopify USA,2026-06-29 04:27:32.479899+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266334,SO5838894,2905751,Shopify EU,2026-06-29 04:27:37.363822+00:00,Airbox (EU),2026-06-29,Airbox,WCRS3206,Deo Refill: Black Rose and Velvet Sens,2.0
FF5266335,SO5838898,2905752,Shopify EU,2026-06-29 04:27:38.252696+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCROA3207,Roll On AP: Cotton Cloud,1.0
FF5266335,SO5838898,2905752,Shopify EU,2026-06-29 04:27:38.252696+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCROA549,AP Roll On: Cherry Blossom,1.0
FF5266372,SO5838933,2905763,Shopify EU,2026-06-29 04:27:48.897728+00:00,Airbox (EU),2026-06-29,Airbox,WCLR1072,Watermelon Lip Balm Refill,1.0
FF5266377,SO5838940,US905834,Shopify USA,2026-06-29 04:27:52.040970+00:00,Stord (US),2026-06-29,Stord,WCRS1894,Cola sens. Deodorant Refill,1.0
FF5266394,SO5838957,US905842,Shopify USA,2026-06-29 04:27:58.328528+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266395,SO5838956,US905839,Shopify USA,2026-06-29 04:27:58.265405+00:00,Stord (US),2026-06-29,Stord,WCRS1894,Cola sens. Deodorant Refill,3.0
FF5266500,SO5839063,US905887,Shopify USA,2026-06-29 04:28:35.873555+00:00,Stord (US),2026-06-29,Stord,WCLR1245,Lip Balm Refill: Vanilla Frost,1.0
FF5266552,SO5839114,US905901,Shopify USA,2026-06-29 04:28:51.537966+00:00,Stord (US),2026-06-29,Stord,WCLR1245,Lip Balm Refill: Vanilla Frost,1.0
FF5266557,SO5839123,US905913,Shopify USA,2026-06-29 04:28:53.495355+00:00,Stord (US),2026-06-29,Stord,WCLR1245,Lip Balm Refill: Vanilla Frost,1.0
FF5266611,SO5839174,US905935,Shopify USA,2026-06-29 04:29:13.460596+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266628,SO5839191,US905951,Shopify USA,2026-06-29 04:29:18.752749+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,2.0
FF5266658,SO5839219,2905911,Shopify EU,2026-06-29 04:29:28.921349+00:00,Airbox (EU),2026-06-29,Airbox,WCBWR507,Thunderstorm 300ml Body Wash Refill,1.0
FF5266673,SO5839231,2905915,Shopify EU,2026-06-29 04:29:33.266834+00:00,Airbox (EU),2026-06-29,Airbox,WCRS3206,Deo Refill: Black Rose and Velvet Sens,1.0
FF5266684,SO5839247,US905973,Shopify USA,2026-06-29 04:29:40.440409+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266692,SO5839252,2905913,Shopify EU,2026-06-29 04:29:42.655557+00:00,Airbox (EU),2026-06-29,Airbox,WCLR1072,Watermelon Lip Balm Refill,1.0
FF5266693,SO5839257,2905949,Shopify EU,2026-06-29 04:29:43.902057+00:00,Airbox (EU),2026-06-29,Airbox,WCRS3206,Deo Refill: Black Rose and Velvet Sens,1.0
FF5266719,SO5839282,2905941,Shopify EU,2026-06-29 04:29:52.676241+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCR1947,Caramel Latte Deo Refill,1.0
FF5266741,SO5839303,US906017,Shopify USA,2026-06-29 04:30:03.898642+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266749,SO5839314,US906014,Shopify USA,2026-06-29 04:30:06.638989+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266759,SO5839321,US906018,Shopify USA,2026-06-29 04:30:10.640167+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266761,SO5839322,US906012,Shopify USA,2026-06-29 04:30:10.819594+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266773,SO5839336,US906036,Shopify USA,2026-06-29 04:30:15.378895+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266782,SO5839347,2905976,Shopify EU,2026-06-29 04:30:19.700075+00:00,Airbox (EU),2026-06-29,Airbox,WCRS3206,Deo Refill: Black Rose and Velvet Sens,3.0
FF5266798,SO5839361,2905977,Shopify EU,2026-06-29 04:30:23.669733+00:00,Airbox (EU),2026-06-29,Airbox,WCHWR2512,Black Cherry Handwash,1.0
FF5266799,SO5839363,US906038,Shopify USA,2026-06-29 04:30:24.121271+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266843,SO5839407,2906004,Shopify EU,2026-06-29 04:30:42.448855+00:00,Airbox (EU),2026-06-29,Airbox,WCRS3206,Deo Refill: Black Rose and Velvet Sens,1.0
FF5266845,SO5839411,2906021,Shopify EU,2026-06-29 04:30:43.114347+00:00,Airbox (EU),2026-06-29,Airbox,WCRS3206,Deo Refill: Black Rose and Velvet Sens,1.0
FF5266851,SO5839414,US906054,Shopify USA,2026-06-29 04:30:44.391633+00:00,Stord (US),2026-06-29,Stord,WCRS1894,Cola sens. Deodorant Refill,1.0
FF5266855,SO5839420,US906075,Shopify USA,2026-06-29 04:30:46.358243+00:00,Stord (US),2026-06-29,Stord,WCLR1245,Lip Balm Refill: Vanilla Frost,1.0
FF5266855,SO5839420,US906075,Shopify USA,2026-06-29 04:30:46.358243+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266873,SO5839436,US906064,Shopify USA,2026-06-29 04:30:52.991277+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266874,SO5839437,US906065,Shopify USA,2026-06-29 04:30:52.961712+00:00,Stord (US),2026-06-29,Stord,WCR2554,Deo Refill: Winter Breeze,1.0
FF5266923,SO5839486,US906092,Shopify USA,2026-06-29 04:31:11.032455+00:00,Stord (US),2026-06-29,Stord,WCR2554,Deo Refill: Winter Breeze,1.0
FF5266945,SO5839506,US906119,Shopify USA,2026-06-29 04:31:21.129170+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5266963,SO5839530,2906062,Shopify EU,2026-06-29 04:31:29.247519+00:00,Airbox (EU),2026-06-29,Airbox,WCROA3776,AP Roll On Enchanted Bloom,1.0
FF5266983,SO5839545,2906065,Shopify EU,2026-06-29 04:31:35.131709+00:00,Airbox (EU),2026-06-29,Airbox,WCR1919,Vanilla Butterscotch Deo Refill,1.0
FF5267000,SO5839563,2906078,Shopify EU,2026-06-29 04:31:43.637492+00:00,Airbox (EU),2026-06-29,Airbox,WCRS1693,Sunkissed sens. Deodorant Refill,1.0
FF5267030,SO5839593,2906088,Shopify EU,2026-06-29 04:31:55.297768+00:00,Airbox (EU),2026-06-29,Airbox,WCRS3206,Deo Refill: Black Rose and Velvet Sens,1.0
FF5267043,SO5839607,US906165,Shopify USA,2026-06-29 04:32:01.284997+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5267052,SO5839615,2906109,Shopify EU,2026-06-29 04:32:04.784032+00:00,Airbox (EU),2026-06-29,Airbox,WCRS3206,Deo Refill: Black Rose and Velvet Sens,1.0
FF5267054,SO5839617,US906167,Shopify USA,2026-06-29 04:32:06.008866+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5267063,SO5839626,US906160,Shopify USA,2026-06-29 04:32:09.588147+00:00,Stord (US),2026-06-29,Stord,WCLR1245,Lip Balm Refill: Vanilla Frost,1.0
FF5267064,SO5839629,US906161,Shopify USA,2026-06-29 04:32:10.632238+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5267086,SO5839650,US906197,Shopify USA,2026-06-29 04:32:20.035366+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5267094,SO5839659,US906185,Shopify USA,2026-06-29 04:32:21.404853+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5267100,SO5839663,US906191,Shopify USA,2026-06-29 04:32:24.538020+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5267108,SO5839671,US906184,Shopify USA,2026-06-29 04:32:28.182793+00:00,Stord (US),2026-06-29,Stord,WCRS1894,Cola sens. Deodorant Refill,1.0
FF5267142,SO5839707,US906218,Shopify USA,2026-06-29 04:32:45.578752+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5267144,SO5839703,2906142,Shopify EU,2026-06-29 04:32:44.646523+00:00,Airbox (EU),2026-06-29,Airbox,WCLR1072,Watermelon Lip Balm Refill,1.0
FF5267147,SO5839710,US906220,Shopify USA,2026-06-29 04:32:46.583978+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5267166,SO5839729,US906232,Shopify USA,2026-06-29 04:32:57.212081+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5267188,SO5839750,2906149,Shopify EU,2026-06-29 04:33:07.522049+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCR3205,Deo Refill: Black Rose and Velvet,1.0
FF5267198,SO5839761,US906255,Shopify USA,2026-06-29 04:33:19.986716+00:00,Stord (US),2026-06-29,Stord,WCR1818,Cola Deodorant Refill,1.0
FF5267209,SO5839772,US906265,Shopify USA,2026-06-29 04:34:49.493990+00:00,Stord (US),2026-06-29,Stord,WCLR1245,Lip Balm Refill: Vanilla Frost,1.0
FF5267210,SO5839773,2906160,Shopify EU,2026-06-29 04:34:49.575939+00:00,Airbox (EU),2026-06-29,Airbox,WCLR1072,Watermelon Lip Balm Refill,1.0
FF5267210,SO5839773,2906160,Shopify EU,2026-06-29 04:34:49.575939+00:00,Airbox (EU),2026-06-29,Airbox,WCROA3776,AP Roll On Enchanted Bloom,1.0
FF5267326,SO5839889,#5962896,Shopify UK,2026-06-29 05:30:52.086923+00:00,Airbox (EU),2026-06-29,Airbox,WCR251,Elderflower & Cucumber - initial_delivery,1.0
FF5267361,SO5839924,2906198,Shopify EU,2026-06-29 05:47:58.516495+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCROA549,AP Roll On: Cherry Blossom,1.0
FF5267371,SO5839934,2906202,Shopify EU,2026-06-29 05:51:21.789601+00:00,Airbox (EU),2026-06-29,Airbox,WCLC866,Sage Lip Balm Case,1.0
FF5267371,SO5839934,2906202,Shopify EU,2026-06-29 05:51:21.789601+00:00,Airbox (EU),2026-06-29,Airbox,WCRS3206,Deo Refill: Black Rose and Velvet Sens,1.0
FF5267379,SO5839942,#5962913,Shopify UK,2026-06-29 05:55:02.043527+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCRS1754,Queen of Heart's Cherry Tarts Sensitive Deo Refill,1.0
FF5267420,SO5839983,#5962922,Shopify UK,2026-06-29 06:11:42.253556+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCR1687,Mad Hatter's Tea Party Deodorant Refill,1.0
FF5267420,SO5839983,#5962922,Shopify UK,2026-06-29 06:11:42.253556+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCR1751,Summer Breeze Deodorant Refill,1.0
FF5267449,SO5840012,#5962928,Shopify UK,2026-06-29 06:21:08.234490+00:00,Airbox (EU),2026-06-29,Airbox,WCRO24,Roll On Refill: Fresh Cotton & Sea Salt,1.0
FF5267526,SO5840089,#5962923,Shopify UK,2026-06-29 06:42:26.743965+00:00,Airbox (EU),2026-06-29,Airbox,WCROC3774,Roll On Case: Stitch,1.0
FF5267572,SO5840134,2906267,Shopify EU,2026-06-29 06:56:58.194561+00:00,Airbox (EU),2026-06-29,Airbox,WCLC866,Sage Lip Balm Case,1.0
FF5267578,SO5840140,AUS360345,Shopify AUS,2026-06-29 06:58:19.280282+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCBWR3278,Body Wash Refill: Peachy Kiss,1.0
FF5267578,SO5840140,AUS360345,Shopify AUS,2026-06-29 06:58:19.280282+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCSGC866,Sage Shower Gel Case,1.0
FF5267609,SO5840171,#5962987,Shopify UK,2026-06-29 07:08:59.038753+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCROA3207,Roll On AP: Cotton Cloud,1.0
FF5267672,SO5840234,2906299,Shopify EU,2026-06-29 07:28:01.280131+00:00,Airbox (EU),2026-06-29,Airbox,WCLR1072,Watermelon Lip Balm Refill,1.0
FF5267672,SO5840234,2906299,Shopify EU,2026-06-29 07:28:01.280131+00:00,Airbox (EU),2026-06-29,Airbox,WCROC3774,Roll On Case: Stitch,1.0
FF5267758,SO5840288,2906313,Shopify EU,2026-06-29 07:41:21.622445+00:00,Airbox (EU),2026-06-29,Airbox,WCBWR507,Thunderstorm 300ml Body Wash Refill,1.0
FF5267758,SO5840288,2906313,Shopify EU,2026-06-29 07:41:21.622445+00:00,Airbox (EU),2026-06-29,Airbox,WCRS2557,Deo Refill: Vanilla Butterscotch Sens,1.0
FF5267842,SO5840371,#5963063,Shopify UK,2026-06-29 08:04:04.576815+00:00,Airbox (EU),2026-06-29,Airbox,WCROA3776,AP Roll On Enchanted Bloom,1.0
FF5267842,SO5840371,#5963063,Shopify UK,2026-06-29 08:04:04.576815+00:00,Airbox (EU),2026-06-29,Airbox,WCROC3129,Roll on Case: Valentine's Day Hearts,1.0
FF5267947,SO5840476,2906373,Shopify EU,2026-06-29 08:26:44.487453+00:00,Airbox (EU),2026-06-29,Airbox,WCLC2556,Lip Balm Case: Chrome,1.0
FF5267974,SO5840503,#5963111,Shopify UK,2026-06-29 08:32:50.844209+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCR1751,Summer Breeze Deodorant Refill,1.0
FF5267974,SO5840503,#5963111,Shopify UK,2026-06-29 08:32:50.844209+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCRS1754,Queen of Heart's Cherry Tarts Sensitive Deo Refill,2.0
FF5268016,SO5840545,#5963076,Shopify UK,2026-06-29 08:42:32.831490+00:00,Airbox (EU),2026-06-29,Airbox,WCROC3130,Roll On Case: Leopard,1.0
FF5268094,SO5840623,2906423,Shopify EU,2026-06-29 09:04:03.138132+00:00,Airbox (EU),2026-06-29,Airbox,WCLC866,Sage Lip Balm Case,1.0
FF5268094,SO5840623,2906423,Shopify EU,2026-06-29 09:04:03.138132+00:00,Airbox (EU),2026-06-29,Airbox,WCRS2557,Deo Refill: Vanilla Butterscotch Sens,1.0
FF5268099,SO5840628,2906424,Shopify EU,2026-06-29 09:05:59.341477+00:00,Airbox (EU),2026-06-29,Airbox,WBU6453,Miffy Deo & Lip Bundle,1.0
FF5268099,SO5840628,2906424,Shopify EU,2026-06-29 09:05:59.341477+00:00,Airbox (EU),2026-06-29,Airbox,WCLC866,Sage Lip Balm Case,1.0
FF5268099,SO5840628,2906424,Shopify EU,2026-06-29 09:05:59.341477+00:00,Airbox (EU),2026-06-29,Airbox,WCRS2557,Deo Refill: Vanilla Butterscotch Sens,1.0
FF5268167,SO5840724,#5963184,Shopify UK,2026-06-29 09:22:26.945476+00:00,Airbox (EU),2026-06-29,Airbox,WCROA3776,AP Roll On Enchanted Bloom,1.0
FF5268354,SO5840911,#5963241,Shopify UK,2026-06-29 10:11:08.922689+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WMIN2513,Mini Deo: Warm Cinnamon Bun,1.0
FF5268442,SO5840999,2906551,Shopify EU,2026-06-29 10:28:09.091393+00:00,Airbox (EU),2026-06-29,Airbox,WCROA3776,AP Roll On Enchanted Bloom,1.0
FF5268455,SO5841012,2906559,Shopify EU,2026-06-29 10:32:44.997192+00:00,Airbox (EU),2026-06-29,Airbox,WCLC2556,Lip Balm Case: Chrome,1.0
FF5268457,SO5841014,2906561,Shopify EU,2026-06-29 10:33:48.209135+00:00,Airbox (EU),2026-06-29,Airbox,WCROA3776,AP Roll On Enchanted Bloom,1.0
FF5268514,SO5841071,#5963281,Shopify UK,2026-06-29 10:48:39.774476+00:00,Airbox (EU),2026-06-29,Airbox,WCBWR3207,Body Wash Refill: Cotton Cloud,2.0
FF5268530,SO5841087,#5963288,Shopify UK,2026-06-29 10:52:59.451083+00:00,Airbox (EU),2026-06-29,Airbox,WCROC2756,Roll On Case: Forest Green,1.0
FF5268557,SO5841114,#5963294,Shopify UK,2026-06-29 10:59:13.007749+00:00,Airbox (EU),2026-06-29,Airbox,WCR251,Elderflower & Cucumber - initial_delivery,1.0
FF5268562,SO5841119,AUS360394,Shopify AUS,2026-06-29 11:00:13.903742+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCLRSPF02,Coconut & Vanilla SPF Lip Balm Refill,1.0
FF5268562,SO5841119,AUS360394,Shopify AUS,2026-06-29 11:00:13.903742+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCRO1969,Roll On Refill: Drumsticks,2.0
FF5268605,SO5841162,2906624,Shopify EU,2026-06-29 11:11:41.394131+00:00,Airbox (EU),2026-06-29,Airbox,WCC3295,Deo Case: EBW Ladybird,1.0
FF5268634,SO5841191,2906638,Shopify EU,2026-06-29 11:15:49.087208+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCBWR3994EU,Body Wash EU ER Garden Of England,1.0
FF5268700,SO5841257,#5963333,Shopify UK,2026-06-29 11:29:25.382160+00:00,Stord (US),2026-06-29,Stord,WCROL1905,Roll On Roller: Pink,1.0
FF5268751,SO5841308,#5963347,Shopify UK,2026-06-29 11:38:37.895933+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCROL1905,Roll On Roller: Pink,1.0
FF5268756,SO5841313,#5963349,Shopify UK,2026-06-29 11:39:52.578593+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCROL1905,Roll On Roller: Pink,1.0
FF5268765,SO5841322,#5963351,Shopify UK,2026-06-29 11:42:32.966366+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCROL747,Roll On Roller: Blue,1.0
FF5268799,SO5841356,#5963362,Shopify UK,2026-06-29 11:52:24.252636+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCROL747,Roll On Roller: Blue,1.0
FF5268810,SO5841367,2906700,Shopify EU,2026-06-29 11:55:10.851895+00:00,Airbox (EU),2026-06-29,Airbox,WCROL1905,Roll On Roller: Pink,1.0
FF5268848,SO5841405,2906714,Shopify EU,2026-06-29 12:01:23.099781+00:00,Airbox (EU),2026-06-29,Airbox,WCR2554,Deo Refill: Winter Breeze,5.0
FF5268914,SO5841470,2906742,Shopify EU,2026-06-29 12:15:38.017781+00:00,UKAB (Airbox 18),2026-06-29,UKAB (Airbox 18),WCROA549,AP Roll On: Cherry Blossom,1.0
FF5268966,SO5841522,#5963395,Shopify UK,2026-06-29 12:28:05.776667+00:00,Airbox (EU),2026-06-29,Airbox,WCBWR3207,Body Wash Refill: Cotton Cloud,1.0
