product/rec_name,from_location/rec_name,to_location/rec_name,quantity,uom/rec_name,planned_date,effective_date,state,tpl_sku
[WCLC1521] EBW Polka Dot Lip Balm Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCLC1110] EBW Star Lip Balm Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCLC1053] Ombre Lip Balm Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCLC866] Sage Lip Balm Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCLC864] Rose Lip Balm Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWC1053] Ombre Bodywash Case (New),Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC3773] Deo Case: Disney Princess,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1763] EBW Mom Deodorant Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC3333] Deo Case: Miffy,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC3775] Deo Case: Disney Mickey,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC3774] Deo Case: Disney Stitch,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC3778] Deo Case: Disney Winnie The Pooh,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC3666] Deo Case: LSF Everblooming Rosettes,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC2332] Deo Case: Pastel Blue,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC2623] Deo Case: Carbon,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC2604] Pastel Purple Deodorant Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC2112] Forest Green Deo Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC2103] Strawberry Deo Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1981] EBW Pink Heart Deo Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1637] Deo Hot Pink,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1665] Deodorant Case: Navy,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC2331] Deo Case: Pastel Pink,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC3295] Deo Case: EBW Ladybird,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC3130] Deo Case: Leopard,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC2894] Deo Case: Midnight Bloom,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC3129] Deo Case: Valentine's Day Hearts,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC2556] Deo Case: Chrome ,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC2475] Deo Case: Bow,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1989] Sunflower Deo Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1967] Deo Case: Pride 2025,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1927] SpongeBob Deo Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1905] Cath Kidston Bird Deo Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1879] Deo Case: Lilac Ghost,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1839] Paddington Deodorant Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC746] Retail Ombre 2024 Deodorant Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1733] Snowflake Electric Blue Deodorant Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1521] EBW Polka Dots Deodorant Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1285] Red Love Heart Deo Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC1110] EBW Star Deo Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC747] EB Bees Deo Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC116] Electric Blue,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC25] Black Deodorant Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCC06] Aqua Deodorant Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWC863] Blue Bodywash Case (New),Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWCP3333] Body Wash Case: Miffy,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWCP3657] Body Wash Case: LSF Rosa Beaux,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWCP3666] Body Wash Case: LSF Everblooming Rosettes,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWCP2769] Body Wash Case: Cath Kidston Navy,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWC866] Sage Bodywash Case (New),Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWC864] Rose Bodywash Case (New),Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWC25] Black Bodywash Case (New),Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWC1672] Pink/Red Ombre Body Wash Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCSGALU863] Blue SG Aluminium outer Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWC2334] SpongeBob Body Wash Case,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWC2588] Body Wash Case: Ghost,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
[WCBWC2556] Body Wash Case: Chrome,Airbox UK - Storage Zone,Reserved Inventory,100.0,u,2040-12-31,,assigned,
"[WSRP5875UK] Amazon UK: AP Honey, Cotton, Coconut 2026",FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093-EU] EU Refill variety pack,FBA IT - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573-EU] Cotton Trio Refill,FBA ES - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP575] Coconut 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1100-EU] EU Cherry Blossom Refill Trio,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
"[WSRP3149-US] AMZ US Mini 3: Cot, Coco, Cherry",FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093-EU] EU Refill variety pack,FBA IT - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP575] Coconut 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1099] Cherry Blossom Refill Duo,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP574] Coconut 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1823-EU] AMZ EU Mens Refill trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP965] Amazon UK Black Bundle,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1100] Cherry Blossom Refill Trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1100-US] US Cherry Blossom Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP574] Coconut 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-07-01,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,2.0,u,2026-06-30,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1825-US] AMZ Bee Full Monty,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP574] Coconut 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,2.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP574] Coconut 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WCRS1817] Orange Marmalade Sens. Deo Refill,Airbox (EU) - Storage Zone,Reserved Inventory,38.0,u,2999-12-31,,assigned,
[WCLR619] Original Lip Balm Refill,Airbox (EU) - Storage Zone,Reserved Inventory,11.0,u,2999-12-31,,assigned,
[WMIN748] Rainforest Oasis Mini,Airbox (EU) - Storage Zone,Reserved Inventory,7.0,u,2999-12-31,,assigned,
[WCLRSPF02] Coconut & Vanilla SPF Lip Balm Refill,Airbox (EU) - Storage Zone,Reserved Inventory,21.0,u,2999-12-31,,assigned,
[WCBWR1964] Citrus Burst Body Wash Refill 300ml,Airbox (EU) - Storage Zone,Reserved Inventory,7.0,u,2999-12-31,,assigned,
[WCRS1817] Orange Marmalade Sens. Deo Refill,Airbox (EU) - Storage Zone,Reserved Inventory,16.0,u,2999-12-31,,assigned,
[WCLR619] Original Lip Balm Refill,Airbox (EU) - Storage Zone,Reserved Inventory,32.0,u,2999-12-31,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP575] Coconut 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1092-EU] EU Aqua + refill variety pack,FBA IT - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1099] Cherry Blossom Refill Duo,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1099] Cherry Blossom Refill Duo,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1100-EU] EU Cherry Blossom Refill Trio,FBA FR - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1100] Cherry Blossom Refill Trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1099] Cherry Blossom Refill Duo,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP575] Coconut 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP665] Mini 3 pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
"[WSRP5875UK] Amazon UK: AP Honey, Cotton, Coconut 2026",FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP575] Coconut 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP574] Coconut 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP572] Fresh Cotton 40g Refill 2 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1099] Cherry Blossom Refill Duo,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1100-EU] EU Cherry Blossom Refill Trio,FBA ES - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823] AMZ UK Mens Refill trio,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1100-EU] EU Cherry Blossom Refill Trio,FBA ES - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1825-US] AMZ Bee Full Monty,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1823-US] AMZ US Men Refill Trio,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP575-US] US Coconut 40g Refill 3 Pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,2.0,u,2026-06-30,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093-US] US Refill variety pack,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-30,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-29,,assigned,
[WSRP1093] Refill variety pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-29,,assigned,
[WSRP2585-EU] AMZ EU Aqua/Pink Grapefruit,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-06-29,,assigned,
[WSRP1486] AMZ UK Deo Pink/Cotton,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-29,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-29,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-29,,assigned,
[WSRP573-US] US Fresh Cotton 40g Refill3Pck,FBA USA - Storage Zone,Reserved Inventory,1.0,u,2026-06-29,,assigned,
[WSRP573] Fresh Cotton 40g Refill 3 Pack,FBA UK - Storage Zone,Reserved Inventory,1.0,u,2026-06-29,,assigned,
[WSRP1100-EU] EU Cherry Blossom Refill Trio,FBA GE - Storage Zone,Reserved Inventory,1.0,u,2026-06-29,,assigned,
