SKU,Item Name,Order URL,Order Number,Order Line Status,Preferred Origin Facility,Brand,Custom Reference,Orderline Number,Priority,Date,Channel,Quantity
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/9ea0a0d6-982f-47ce-923f-cc638b6550c2"" target=""_blank"" style=""color:  #1463FF"">FF5154293</a>",FF5154293,backordered,,Wild,,1,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/9ea0a0d6-982f-47ce-923f-cc638b6550c2"" target=""_blank"" style=""color:  #1463FF"">FF5154293</a>",FF5154293,backordered,,Wild,,3,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/a30b4e50-b53f-40bd-a4c9-256af4016d1e"" target=""_blank"" style=""color:  #1463FF"">WCR1179</a>",Coconut & Vanilla (TARGET) Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/803a7417-70cb-40b6-a0b6-944e5467454e"" target=""_blank"" style=""color:  #1463FF"">FF5159276</a>",FF5159276,on_hold,ATLs001,Wild,US884953,4,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/ccfdb407-5048-48cd-a27b-4ca98e4d9937"" target=""_blank"" style=""color:  #1463FF"">WCR3777</a>",Deo Refill: Island Paradise,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/803a7417-70cb-40b6-a0b6-944e5467454e"" target=""_blank"" style=""color:  #1463FF"">FF5159276</a>",FF5159276,on_hold,ATLs001,Wild,US884953,3,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/43eb8922-f2c2-445a-b412-3e91395e0616"" target=""_blank"" style=""color:  #1463FF"">W_ENGRAVED_DEO</a>",W_ENGRAVED_DEO,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/803a7417-70cb-40b6-a0b6-944e5467454e"" target=""_blank"" style=""color:  #1463FF"">FF5159276</a>",FF5159276,on_hold,ATLs001,,US884953,1,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/de2a753a-e805-4d20-814b-61e4eda8708d"" target=""_blank"" style=""color:  #1463FF"">WCR1103</a>",Vanilla Buttercream Deo Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/803a7417-70cb-40b6-a0b6-944e5467454e"" target=""_blank"" style=""color:  #1463FF"">FF5159276</a>",FF5159276,on_hold,ATLs001,Wild,US884953,5,Medium,2026-06-17,D2C,2
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/6121329a-7399-416e-91c4-3009375238d7"" target=""_blank"" style=""color:  #1463FF"">WCC2556</a>",Deo Case: Chrome,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/803a7417-70cb-40b6-a0b6-944e5467454e"" target=""_blank"" style=""color:  #1463FF"">FF5159276</a>",FF5159276,on_hold,ATLs001,Wild,US884953,2,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/aa62ff26-9897-4af1-b2f3-e8234168ec75"" target=""_blank"" style=""color:  #1463FF"">WCR02</a>",Coconut & Vanilla Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/ecaf55d6-ca37-4691-9877-a00eca3a88a2"" target=""_blank"" style=""color:  #1463FF"">FF5159403</a>",FF5159403,backordered,ATLs001,Wild,#5932473,1,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/aa62ff26-9897-4af1-b2f3-e8234168ec75"" target=""_blank"" style=""color:  #1463FF"">WCR02</a>",Coconut & Vanilla Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/ecaf55d6-ca37-4691-9877-a00eca3a88a2"" target=""_blank"" style=""color:  #1463FF"">FF5159403</a>",FF5159403,backordered,ATLs001,Wild,#5932473,3,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/2762b5c0-6f1d-4d59-a1d2-908ebec83db4"" target=""_blank"" style=""color:  #1463FF"">WCRO549</a>",Roll On Refill: Cherry Blossom,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/e65191aa-f2d4-4fd3-afb0-b45a71ebe647"" target=""_blank"" style=""color:  #1463FF"">FF5159465</a>",FF5159465,on_hold,ATLs001,Wild,US884930,2,Medium,2026-06-17,D2C,3
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/2b0f8d81-d853-4f2a-8040-d4022a32477e"" target=""_blank"" style=""color:  #1463FF"">WCROC3130</a>",Roll On Case: Leopard,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/e65191aa-f2d4-4fd3-afb0-b45a71ebe647"" target=""_blank"" style=""color:  #1463FF"">FF5159465</a>",FF5159465,on_hold,ATLs001,Wild,US884930,1,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/1c7748c8-a8f2-4875-bae6-389588eeee6a"" target=""_blank"" style=""color:  #1463FF"">WCC747</a>",EB Bees Deodorant Case,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/c30e7a64-6bb7-4a79-825c-b123c90d6919"" target=""_blank"" style=""color:  #1463FF"">FF5159512</a>",FF5159512,on_hold,ATLs001,Wild,US885053,3,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/a30b4e50-b53f-40bd-a4c9-256af4016d1e"" target=""_blank"" style=""color:  #1463FF"">WCR1179</a>",Coconut & Vanilla (TARGET) Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/c30e7a64-6bb7-4a79-825c-b123c90d6919"" target=""_blank"" style=""color:  #1463FF"">FF5159512</a>",FF5159512,on_hold,ATLs001,Wild,US885053,2,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/94bcdb54-c2ad-42f4-b307-15a41e41a6c3"" target=""_blank"" style=""color:  #1463FF"">WMIN24</a>",Fresh Cotton mini deodorant,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/c30e7a64-6bb7-4a79-825c-b123c90d6919"" target=""_blank"" style=""color:  #1463FF"">FF5159512</a>",FF5159512,on_hold,ATLs001,Wild,US885053,1,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/aa62ff26-9897-4af1-b2f3-e8234168ec75"" target=""_blank"" style=""color:  #1463FF"">WCR02</a>",Coconut & Vanilla Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/42d3ea86-ce86-4c13-99bb-d2b03ea4c357"" target=""_blank"" style=""color:  #1463FF"">FF5160350</a>",FF5160350,backordered,ATLs001,Wild,#5933287,1,Medium,2026-06-17,D2C,3
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/aa890066-1925-4cd7-bc20-7aef9f8a582a"" target=""_blank"" style=""color:  #1463FF"">WRREF2465</a>",Deo US Cozy Nights Duo,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/79de06e1-2792-4b9c-ad6b-fb726c646110"" target=""_blank"" style=""color:  #1463FF"">FF5160634</a>",FF5160634,backordered,ATLs001,Wild,US885097,5,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/c68189fa-48be-4c9d-850e-62a3853d1332"" target=""_blank"" style=""color:  #1463FF"">WCR2471</a>",Warm Winter Deo Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/a4f1c4f2-9c8d-4865-84ef-26ca9c3e12d1"" target=""_blank"" style=""color:  #1463FF"">FF5160686</a>",FF5160686,backordered,ATLs001,Wild,US885219,2,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/e529af88-009c-4311-a95a-e63f81533de7"" target=""_blank"" style=""color:  #1463FF"">WCLC864</a>",Rose Lip Balm Case,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/214ab624-f8f7-4c56-9553-5e6e3ed6022a"" target=""_blank"" style=""color:  #1463FF"">FF5160813</a>",FF5160813,on_hold,ATLs001,Wild,US885280,7,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/741079a7-4f2a-4950-bd5a-7a8b67837977"" target=""_blank"" style=""color:  #1463FF"">WCLR02</a>",Coconut & Vanilla Lip Balm Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/214ab624-f8f7-4c56-9553-5e6e3ed6022a"" target=""_blank"" style=""color:  #1463FF"">FF5160813</a>",FF5160813,on_hold,ATLs001,Wild,US885280,8,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/a30b4e50-b53f-40bd-a4c9-256af4016d1e"" target=""_blank"" style=""color:  #1463FF"">WCR1179</a>",Coconut & Vanilla (TARGET) Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/214ab624-f8f7-4c56-9553-5e6e3ed6022a"" target=""_blank"" style=""color:  #1463FF"">FF5160813</a>",FF5160813,on_hold,ATLs001,Wild,US885280,3,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/0e9f9485-5a53-45b2-a629-5d81bc5ade88"" target=""_blank"" style=""color:  #1463FF"">WCBWR02</a>",Coconut & Vanilla Body Wash Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/214ab624-f8f7-4c56-9553-5e6e3ed6022a"" target=""_blank"" style=""color:  #1463FF"">FF5160813</a>",FF5160813,on_hold,ATLs001,Wild Cosmetics,US885280,5,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/b95cb1ff-c9bd-4958-921c-f51dcdf37236"" target=""_blank"" style=""color:  #1463FF"">WMIN549</a>",Cherry Blossom Mini Deodorant,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/214ab624-f8f7-4c56-9553-5e6e3ed6022a"" target=""_blank"" style=""color:  #1463FF"">FF5160813</a>",FF5160813,on_hold,ATLs001,Wild,US885280,6,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/4a596884-8cee-4725-bc4a-04bf6aafc32b"" target=""_blank"" style=""color:  #1463FF"">WCC1967</a>",Pride 2025 Deo Case,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/214ab624-f8f7-4c56-9553-5e6e3ed6022a"" target=""_blank"" style=""color:  #1463FF"">FF5160813</a>",FF5160813,on_hold,ATLs001,Wild,US885280,1,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/d77deca2-b36d-4bd3-afe4-28fb5e7f4fec"" target=""_blank"" style=""color:  #1463FF"">WCBWC864</a>",Rose Bodywash Case (New),"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/214ab624-f8f7-4c56-9553-5e6e3ed6022a"" target=""_blank"" style=""color:  #1463FF"">FF5160813</a>",FF5160813,on_hold,ATLs001,Wild Cosmetics,US885280,4,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/b5343f6d-642e-42d4-9bf7-3e4b791a977a"" target=""_blank"" style=""color:  #1463FF"">WCR549</a>",Cherry Blossom Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/214ab624-f8f7-4c56-9553-5e6e3ed6022a"" target=""_blank"" style=""color:  #1463FF"">FF5160813</a>",FF5160813,on_hold,ATLs001,Wild,US885280,2,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/a30b4e50-b53f-40bd-a4c9-256af4016d1e"" target=""_blank"" style=""color:  #1463FF"">WCR1179</a>",Coconut & Vanilla (TARGET) Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/65e6ed3c-db79-4436-902d-6ed47e5963c7"" target=""_blank"" style=""color:  #1463FF"">FF5161991</a>",FF5161991,on_hold,,Wild,,1,Medium,2026-06-17,D2C,3
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/741079a7-4f2a-4950-bd5a-7a8b67837977"" target=""_blank"" style=""color:  #1463FF"">WCLR02</a>",Coconut & Vanilla Lip Balm Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/7814ad17-2fd0-4ed5-8668-a557c98340da"" target=""_blank"" style=""color:  #1463FF"">FF5162165</a>",FF5162165,on_hold,ATLs001,Wild,US885888,2,Medium,2026-06-17,D2C,3
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/b5343f6d-642e-42d4-9bf7-3e4b791a977a"" target=""_blank"" style=""color:  #1463FF"">WCR549</a>",Cherry Blossom Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/7814ad17-2fd0-4ed5-8668-a557c98340da"" target=""_blank"" style=""color:  #1463FF"">FF5162165</a>",FF5162165,on_hold,ATLs001,Wild,US885888,1,Medium,2026-06-17,D2C,3
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/aa890066-1925-4cd7-bc20-7aef9f8a582a"" target=""_blank"" style=""color:  #1463FF"">WRREF2465</a>",Deo US Cozy Nights Duo,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/87ee083c-f07a-4e97-9ceb-51c7d7820130"" target=""_blank"" style=""color:  #1463FF"">FF5162251</a>",FF5162251,backordered,ATLs001,Wild,US885968,9,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/aa62ff26-9897-4af1-b2f3-e8234168ec75"" target=""_blank"" style=""color:  #1463FF"">WCR02</a>",Coconut & Vanilla Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/c7fb3abb-a311-47c9-8bd1-93c98ca9460f"" target=""_blank"" style=""color:  #1463FF"">FF5162331</a>",FF5162331,backordered,,Wild,,1,Medium,2026-06-17,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/9008e2b2-2e1b-4b22-9c57-b8f9551ee1c1"" target=""_blank"" style=""color:  #1463FF"">WCRS1754</a>",Queen of Heart's Cherry Tarts Sensitive Deo Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/5a5628ba-6a14-4780-ae6d-92832addb629"" target=""_blank"" style=""color:  #1463FF"">FF4965422</a>",FF4965422,backordered,ATLs001,Wild,#5872295,2,Medium,2026-06-16,D2C,2
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/88a591df-b2d4-4e84-a90e-c8c11575d729"" target=""_blank"" style=""color:  #1463FF"">WMIN348</a>",Mint & Aloe Vera Mini Deodorant,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/16365d81-a17d-43af-b215-6818ea927c0f"" target=""_blank"" style=""color:  #1463FF"">FF4981258</a>",FF4981258,backordered,ATLs001,Wild,#5876930,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/7882ccea-c447-47cc-9daa-215cef875f09"" target=""_blank"" style=""color:  #1463FF"">FF5089686</a>",FF5089686,backordered,ATLs001,Wild,US868093,6,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/ed772992-d3ac-4a9c-82cf-63fc70a00827"" target=""_blank"" style=""color:  #1463FF"">FF5096866</a>",FF5096866,backordered,ATLs001,Wild,US869460,1,Medium,2026-06-16,D2C,2
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/a95cb365-6ab6-414c-98b9-58e9f8d06ede"" target=""_blank"" style=""color:  #1463FF"">FF5096899</a>",FF5096899,backordered,ATLs001,Wild,US869470,3,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/a95cb365-6ab6-414c-98b9-58e9f8d06ede"" target=""_blank"" style=""color:  #1463FF"">FF5096899</a>",FF5096899,backordered,ATLs001,Wild,US869470,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/e853b388-9c91-4610-8c2c-e0cc9ef7d00b"" target=""_blank"" style=""color:  #1463FF"">FF5097677</a>",FF5097677,backordered,ATLs001,Wild,US869607,4,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/e853b388-9c91-4610-8c2c-e0cc9ef7d00b"" target=""_blank"" style=""color:  #1463FF"">FF5097677</a>",FF5097677,backordered,ATLs001,Wild,US869607,1,Medium,2026-06-16,D2C,3
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/719641d3-ba67-4f24-a41f-700cc6049030"" target=""_blank"" style=""color:  #1463FF"">FF5097681</a>",FF5097681,backordered,ATLs001,Wild,US869609,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/ca123dd6-e19f-4cac-a1ef-54e0e206648b"" target=""_blank"" style=""color:  #1463FF"">FF5097691</a>",FF5097691,backordered,ATLs001,Wild,US869616,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/ca123dd6-e19f-4cac-a1ef-54e0e206648b"" target=""_blank"" style=""color:  #1463FF"">FF5097691</a>",FF5097691,backordered,ATLs001,Wild,US869616,4,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/b31f9339-019a-4c3e-a5c2-6ce9f37d2f12"" target=""_blank"" style=""color:  #1463FF"">FF5097742</a>",FF5097742,backordered,ATLs001,Wild,US869628,1,Medium,2026-06-16,D2C,3
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/773c58d4-2d8a-42d0-94bb-f6bd73d3c307"" target=""_blank"" style=""color:  #1463FF"">FF5097747</a>",FF5097747,backordered,ATLs001,Wild,US869631,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/8edd8014-224c-4a98-b0fb-038335c06c38"" target=""_blank"" style=""color:  #1463FF"">FF5097921</a>",FF5097921,backordered,ATLs001,Wild,US869681,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/fa1ce1ad-348a-4c35-a2f9-decbe99488e3"" target=""_blank"" style=""color:  #1463FF"">WCC1905</a>",Cath Kidston Bird Deo Case,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/7b3c998c-9236-47fe-84a4-f103f1d1c6b5"" target=""_blank"" style=""color:  #1463FF"">FF5098746</a>",FF5098746,backordered,ATLs001,Wild,#5914762,3,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/7b3c998c-9236-47fe-84a4-f103f1d1c6b5"" target=""_blank"" style=""color:  #1463FF"">FF5098746</a>",FF5098746,backordered,ATLs001,Wild,#5914762,8,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/7b3c998c-9236-47fe-84a4-f103f1d1c6b5"" target=""_blank"" style=""color:  #1463FF"">FF5098746</a>",FF5098746,backordered,ATLs001,Wild,#5914762,12,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/dac62df7-c448-44bc-91c2-ead48fe6ff24"" target=""_blank"" style=""color:  #1463FF"">FF5099138</a>",FF5099138,backordered,ATLs001,Wild,US870012,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/bc566cac-a907-41e2-a5ab-5a133d47f7f7"" target=""_blank"" style=""color:  #1463FF"">FF5099322</a>",FF5099322,backordered,ATLs001,Wild,#5914925,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/bc566cac-a907-41e2-a5ab-5a133d47f7f7"" target=""_blank"" style=""color:  #1463FF"">FF5099322</a>",FF5099322,backordered,ATLs001,Wild,#5914925,2,Medium,2026-06-16,D2C,1
